university,page_no,department,result_sem,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi,0
"UNIVERSITY OF MUMBAI 
",305,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182200,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,22,18,16,56,20,24,20,54,22,22,18,53,20,19,19,20,--,48,46,[],[],['SEM-III:8.18'],['SEM-IV:9.71'],['SEM-V:9.38'],['SEM-VI:9.50'],['SEM-VII:9.64'],8.93,['CGPI:9.22'],19327.0
"UNIVERSITY OF MUMBAI 
",306,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182201,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,46,22,19,14,57,20,22,19,56,21,20,16,55,19,19,17,19,--,47,46,['SEM-I:7.98'],['SEM-II:7.80'],['SEM-III:8.68'],['SEM-IV:8.86'],['SEM-V:7.75'],['SEM-VI:8.00'],['SEM-VII:7.92'],8.74,['CGPI:8.22'],19364.0
"UNIVERSITY OF MUMBAI 
",306,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182202,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,21,20,12,52,22,23,18,37,21,20,15,52,24,20,14,22,--,46,46,['SEM-I:7.80'],['SEM-II:7.89'],['SEM-III:7.11'],['SEM-IV:7.54'],['SEM-V:7.67'],['SEM-VI:7.88'],['SEM-VII:7.76'],8.22,['CGPI:7.73'],19373.0
"UNIVERSITY OF MUMBAI 
",306,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182203,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,22,22,11,46,23,22,14,47,23,20,17,48,23,22,15,21,--,45,44,[],[],['SEM-III:6.11'],['SEM-IV:6.61'],['SEM-V:7.58'],['SEM-VI:7.71'],['SEM-VII:7.56'],8.07,['CGPI:7.27'],19382.0
"UNIVERSITY OF MUMBAI 
",306,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182204,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,19,20,12,57,20,24,16,62,19,18,14,34,21,21,15,22,--,47,47,['SEM-I:6.69'],['SEM-II:6.37'],['SEM-III:7.25'],['SEM-IV:7.75'],['SEM-V:8.17'],['SEM-VI:9.08'],['SEM-VII:8.96'],8.26,['CGPI:7.82'],19391.0
"UNIVERSITY OF MUMBAI 
",307,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182205,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,22,22,16,69,24,23,19,60,21,20,19,67,24,20,20,21,--,45,44,['SEM-I:9.46'],['SEM-II:8.57'],['SEM-III:9.86'],['SEM-IV:10.00;'],['SEM-V:9.33'],['SEM-VI:9.92'],['SEM-VII:9.32'],9.56,['CGPI:9.50'],19428.0
"UNIVERSITY OF MUMBAI 
",307,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182206,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,22,21,16,53,20,19,17,46,22,21,16,52,21,21,18,23,--,45,46,['SEM-I:8.06'],['SEM-II:9.17'],['SEM-III:8.71'],['SEM-IV:9.29'],['SEM-V:9.38'],['SEM-VI:8.67'],['SEM-VII:8.92'],8.63,['CGPI:8.85'],19437.0
"UNIVERSITY OF MUMBAI 
",307,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182207,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,24,19,14,65,20,23,19,48,20,21,18,54,23,21,17,23,--,46,47,['SEM-I:7.98'],['SEM-II:7.91'],['SEM-III:9.25'],['SEM-IV:8.79'],['SEM-V:8.33'],['SEM-VI:9.17'],['SEM-VII:9.52'],8.96,['CGPI:8.74'],19446.0
"UNIVERSITY OF MUMBAI 
",307,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182208,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,23,22,13,59,20,19,18,46,20,23,14,42,19,20,17,22,--,42,43,[],[],['SEM-III:7.14'],['SEM-IV:8.04'],['SEM-V:8.75'],['SEM-VI:8.92'],['SEM-VII:8.20'],8.30,['CGPI:8.23'],19455.0
"UNIVERSITY OF MUMBAI 
",308,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182209,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,66,22,24,16,64,24,24,17,62,21,23,17,66,24,20,19,20,--,45,44,['SEM-I:8.26'],['SEM-II:8.57'],['SEM-III:9.57'],['SEM-IV:9.61'],['SEM-V:8.83'],['SEM-VI:9.75'],['SEM-VII:9.52'],9.85,['CGPI:9.25'],19492.0
"UNIVERSITY OF MUMBAI 
",308,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182210,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57,17,19,12,56,19,23,17,52,17,21,16,40,18,19,15,17,--,42,42,['SEM-I:6.54'],['SEM-II:7.43'],['SEM-III:7.11'],['SEM-IV:7.50'],['SEM-V:8.33'],['SEM-VI:8.17'],['SEM-VII:7.76'],7.93,['CGPI:7.60'],19501.0
"UNIVERSITY OF MUMBAI 
",308,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182211,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,67,25,20,15,60,24,23,19,55,22,23,18,52,24,19,20,21,--,46,48,['SEM-I:8.70'],['SEM-II:8.59'],['SEM-III:9.71'],['SEM-IV:9.50'],['SEM-V:9.50'],['SEM-VI:9.67'],['SEM-VII:9.80'],9.26,['CGPI:9.34'],19510.0
"UNIVERSITY OF MUMBAI 
",308,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182212,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,22,21,14,57,20,23,19,50,22,22,19,59,21,23,18,19,--,48,48,['SEM-I:8.26'],['SEM-II:8.78'],['SEM-III:10.00;'],['SEM-IV:10.00;'],['SEM-V:9.50'],['SEM-VI:9.17'],['SEM-VII:8.08'],8.93,['CGPI:9.09'],19519.0
"UNIVERSITY OF MUMBAI 
",309,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182213,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,22,20,17,60,20,20,17,54,22,22,19,60,21,22,19,22,--,43,44,['SEM-I:9.00'],['SEM-II:9.30'],['SEM-III:9.61'],['SEM-IV:9.86'],['SEM-V:10.00;'],['SEM-VI:9.17'],['SEM-VII:9.84'],8.96,['CGPI:9.47'],19556.0
"UNIVERSITY OF MUMBAI 
",309,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182214,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,20,19,14,52,20,24,20,33,20,21,15,42,20,20,18,20,--,47,47,['SEM-I:6.09'],['SEM-II:7.31'],['SEM-III:7.29'],['SEM-IV:7.07'],['SEM-V:7.38'],['SEM-VI:7.25'],['SEM-VII:7.48'],8.04,['CGPI:7.24'],19565.0
"UNIVERSITY OF MUMBAI 
",309,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182215,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,22,20,14,45,23,24,20,59,22,23,18,47,20,21,19,22,--,48,48,[],[],['SEM-III:8.82'],['SEM-IV:8.89'],['SEM-V:10.00;'],['SEM-VI:9.17'],['SEM-VII:8.68'],8.52,['CGPI:9.01'],19574.0
"UNIVERSITY OF MUMBAI 
",309,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182216,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,25,21,16,58,23,22,18,60,20,22,18,65,24,19,19,21,--,49,49,['SEM-I:9.54'],['SEM-II:8.69'],['SEM-III:9.46'],['SEM-IV:9.71'],['SEM-V:9.33'],['SEM-VI:9.79'],['SEM-VII:9.68'],9.56,['CGPI:9.47'],19583.0
"UNIVERSITY OF MUMBAI 
",310,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182217,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,22,24,17,62,20,22,18,65,21,23,20,50,21,21,20,22,--,48,48,['SEM-I:8.56'],['SEM-II:8.24'],['SEM-III:9.07'],['SEM-IV:8.79'],['SEM-V:9.67'],['SEM-VI:9.17'],['SEM-VII:8.88'],9.56,['CGPI:8.99'],19620.0
"UNIVERSITY OF MUMBAI 
",310,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182218,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,22,19,13,61,22,23,18,59,22,21,16,48,22,19,15,22,--,48,48,['SEM-I:6.33'],['SEM-II:6.85'],['SEM-III:7.14'],['SEM-IV:8.07'],['SEM-V:8.17'],['SEM-VI:9.50'],['SEM-VII:8.04'],8.81,['CGPI:7.86'],19629.0
"UNIVERSITY OF MUMBAI 
",310,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182219,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,24,24,17,52,22,22,19,56,20,20,16,56,23,20,19,23,--,48,43,['SEM-I:9.11'],['SEM-II:8.31'],['SEM-III:9.71'],['SEM-IV:9.61'],['SEM-V:9.67'],['SEM-VI:9.46'],['SEM-VII:8.80'],9.11,['CGPI:9.22'],19638.0
"UNIVERSITY OF MUMBAI 
",310,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182220,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57,22,23,14,70,23,23,19,58,22,22,16,65,22,22,17,24,--,48,48,['SEM-I:8.81'],['SEM-II:8.96'],['SEM-III:10.00;'],['SEM-IV:9.79'],['SEM-V:9.33'],['SEM-VI:9.50'],['SEM-VII:9.48'],9.41,['CGPI:9.41'],19647.0
"UNIVERSITY OF MUMBAI 
",311,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182221,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,25,22,11,54,24,22,17,51,21,22,16,52,22,20,16,23,--,48,47,[],[],['SEM-III:7.00'],['SEM-IV:7.29'],['SEM-V:9.04'],['SEM-VI:8.50'],['SEM-VII:7.72'],8.22,['CGPI:7.96'],19684.0
"UNIVERSITY OF MUMBAI 
",311,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182222,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,18,21,14,46,19,22,18,41,16,21,16,53,19,18,15,21,--,48,48,['SEM-I:8.06'],['SEM-II:7.57'],['SEM-III:8.61'],['SEM-IV:8.07'],['SEM-V:7.63'],['SEM-VI:8.50'],['SEM-VII:8.36'],7.74,['CGPI:8.07'],19693.0
"UNIVERSITY OF MUMBAI 
",311,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182223,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,24,23,15,44,24,22,19,57,21,22,16,45,23,20,18,24,--,48,47,[],[],['SEM-III:7.93'],['SEM-IV:7.96'],['SEM-V:8.50'],['SEM-VI:8.75'],['SEM-VII:9.20'],8.37,['CGPI:8.45'],19702.0
"UNIVERSITY OF MUMBAI 
",311,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182224,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,24,24,18,57,23,22,18,56,23,24,18,52,24,24,19,21,--,48,46,[],[],['SEM-III:8.82'],['SEM-IV:10.00;'],['SEM-V:9.83'],['SEM-VI:9.83'],['SEM-VII:9.36'],8.96,['CGPI:9.47'],19711.0
"UNIVERSITY OF MUMBAI 
",312,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182225,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,74,23,23,15,55,24,24,19,51,25,22,19,55,24,23,18,22,--,48,48,['SEM-I:7.52'],['SEM-II:8.04'],['SEM-III:8.82'],['SEM-IV:9.46'],['SEM-V:9.67'],['SEM-VI:9.63'],['SEM-VII:9.36'],9.11,['CGPI:8.95'],19748.0
"UNIVERSITY OF MUMBAI 
",312,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182226,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,21,20,11,53,22,21,16,57,21,20,14,45,21,20,12,22,--,48,47,[],[],['SEM-III:7.04'],['SEM-IV:7.57'],['SEM-V:7.67'],['SEM-VI:8.75'],['SEM-VII:8.32'],8.22,['CGPI:7.93'],19757.0
"UNIVERSITY OF MUMBAI 
",312,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182227,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,22,19,15,53,19,21,19,48,20,22,17,45,22,19,18,20,--,48,47,['SEM-I:7.63'],['SEM-II:7.54'],['SEM-III:9.00'],['SEM-IV:9.21'],['SEM-V:8.33'],['SEM-VI:8.13'],['SEM-VII:8.40'],8.67,['CGPI:8.36'],19766.0
"UNIVERSITY OF MUMBAI 
",312,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182228,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,22,17,11,50,20,22,18,54,19,19,16,34,21,20,14,19,--,46,45,['SEM-I:6.37'],['SEM-II:7.24'],['SEM-III:7.79'],['SEM-IV:8.71'],['SEM-V:8.08'],['SEM-VI:7.83'],['SEM-VII:7.80'],8.11,['CGPI:7.74'],19775.0
"UNIVERSITY OF MUMBAI 
",313,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182229,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,71,23,23,17,54,24,24,20,67,24,24,19,54,21,20,20,21,--,46,48,['SEM-I:8.96'],['SEM-II:7.59'],['SEM-III:9.68'],['SEM-IV:9.61'],['SEM-V:10.00;'],['SEM-VI:10.00;'],['SEM-VII:9.52'],9.41,['CGPI:9.35'],19812.0
"UNIVERSITY OF MUMBAI 
",313,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182230,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,23,22,18,60,23,24,20,58,21,24,18,58,21,21,20,22,--,47,48,['SEM-I:8.41'],['SEM-II:9.26'],['SEM-III:9.71'],['SEM-IV:10.00;'],['SEM-V:9.58'],['SEM-VI:10.00;'],['SEM-VII:9.80'],9.56,['CGPI:9.54'],19821.0
"UNIVERSITY OF MUMBAI 
",313,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182231,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,23,23,12,65,23,23,17,36,23,20,17,35,23,22,14,24,--,48,48,['SEM-I:8.28'],['SEM-II:8.70'],['SEM-III:8.79'],['SEM-IV:7.71'],['SEM-V:8.17'],['SEM-VI:9.00'],['SEM-VII:8.32'],8.22,['CGPI:8.40'],19830.0
"UNIVERSITY OF MUMBAI 
",313,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182232,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,25,20,14,68,24,23,18,44,22,22,17,52,24,19,15,23,--,45,44,[],[],['SEM-III:6.82'],['SEM-IV:7.00'],['SEM-V:9.08'],['SEM-VI:8.67'],['SEM-VII:8.24'],8.96,['CGPI:8.13'],19839.0
"UNIVERSITY OF MUMBAI 
",314,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182233,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,23,20,17,64,20,23,19,49,22,22,18,52,20,19,19,21,--,48,46,[],[],['SEM-III:7.75'],['SEM-IV:8.86'],['SEM-V:9.88'],['SEM-VI:9.67'],['SEM-VII:9.20'],8.63,['CGPI:9.00'],19876.0
"UNIVERSITY OF MUMBAI 
",314,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182234,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,20,21,10,38,21,22,16,46,20,19,15,47,22,21,13,21,--,46,46,['SEM-I:7.04'],['SEM-II:6.83'],['SEM-III:7.14'],['SEM-IV:6.29'],['SEM-V:7.13'],['SEM-VI:7.67'],['SEM-VII:7.68'],8.04,['CGPI:7.23'],19885.0
"UNIVERSITY OF MUMBAI 
",314,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182235,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,23,21,15,56,20,24,20,64,22,21,18,52,22,22,18,22,--,49,48,[],[],['SEM-III:7.36'],['SEM-IV:9.14'],['SEM-V:9.75'],['SEM-VI:9.33'],['SEM-VII:8.72'],9.41,['CGPI:8.95'],19894.0
"UNIVERSITY OF MUMBAI 
",314,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182236,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,63,21,23,14,46,19,23,18,49,21,21,17,57,21,20,16,22,--,48,48,['SEM-I:7.19'],['SEM-II:6.74'],['SEM-III:7.43'],['SEM-IV:8.82'],['SEM-V:8.67'],['SEM-VI:9.08'],['SEM-VII:8.24'],8.67,['CGPI:8.11'],19903.0
"UNIVERSITY OF MUMBAI 
",315,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182237,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,64,18,22,10,59,19,23,12,46,18,19,9,36,20,19,13,21,--,48,48,['SEM-I:7.46'],['SEM-II:8.00'],['SEM-III:8.21'],['SEM-IV:6.89'],['SEM-V:7.33'],['SEM-VI:7.96'],['SEM-VII:7.92'],7.96,['CGPI:7.72'],19940.0
"UNIVERSITY OF MUMBAI 
",315,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182238,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,21,20,14,54,22,23,17,46,20,21,17,53,23,19,17,22,--,43,41,['SEM-I:7.93'],['SEM-II:7.98'],['SEM-III:8.57'],['SEM-IV:8.82'],['SEM-V:8.25'],['SEM-VI:8.71'],['SEM-VII:7.64'],8.52,['CGPI:8.30'],19949.0
"UNIVERSITY OF MUMBAI 
",315,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182239,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,22,22,18,67,22,22,19,48,22,23,18,50,24,22,18,23,--,45,44,['SEM-I:9.48'],['SEM-II:9.11'],['SEM-III:9.50'],['SEM-IV:9.39'],['SEM-V:9.50'],['SEM-VI:9.83'],['SEM-VII:9.52'],8.67,['CGPI:9.38'],19958.0
"UNIVERSITY OF MUMBAI 
",315,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182240,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,22,19,13,54,20,22,18,45,23,19,16,54,20,20,18,22,--,43,44,['SEM-I:9.26'],['SEM-II:8.87'],['SEM-III:9.57'],['SEM-IV:9.86'],['SEM-V:9.83'],['SEM-VI:9.58'],['SEM-VII:8.24'],8.52,['CGPI:9.22'],19967.0
"UNIVERSITY OF MUMBAI 
",316,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182241,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,24,20,12,47,22,23,17,47,21,21,14,50,23,19,18,23,--,48,45,['SEM-I:8.81'],['SEM-II:8.33'],['SEM-III:9.71'],['SEM-IV:8.96'],['SEM-V:8.33'],['SEM-VI:8.88'],['SEM-VII:8.68'],8.22,['CGPI:8.74'],20004.0
"UNIVERSITY OF MUMBAI 
",316,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182242,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,24,23,17,66,22,22,18,53,23,24,17,59,24,24,20,23,--,48,48,['SEM-I:7.09'],['SEM-II:7.85'],['SEM-III:8.61'],['SEM-IV:9.43'],['SEM-V:9.83'],['SEM-VI:9.17'],['SEM-VII:8.88'],9.41,['CGPI:8.78'],20013.0
"UNIVERSITY OF MUMBAI 
",316,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182243,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,47,22,24,15,56,22,23,17,50,20,21,15,47,23,20,18,22,--,46,45,['SEM-I:7.11'],['SEM-II:7.72'],['SEM-III:7.86'],['SEM-IV:7.57'],['SEM-V:9.38'],['SEM-VI:8.71'],['SEM-VII:8.88'],8.37,['CGPI:8.20'],20022.0
"UNIVERSITY OF MUMBAI 
",316,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182244,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,18,18,8,53,19,22,16,48,21,19,11,32,22,21,15,19,--,45,43,['SEM-I:5.30'],['SEM-II:4.96'],['SEM-III:5.11'],['SEM-IV:5.57'],['SEM-V:6.83'],['SEM-VI:7.38'],['SEM-VII:7.96'],7.67,['CGPI:6.35'],20031.0
"UNIVERSITY OF MUMBAI 
",317,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182245,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,19,23,12,39,24,24,18,59,21,22,16,57,23,20,15,21,--,45,44,['SEM-I:7.26'],['SEM-II:8.69'],['SEM-III:9.61'],['SEM-IV:9.00'],['SEM-V:8.50'],['SEM-VI:8.21'],['SEM-VII:8.60'],8.67,['CGPI:8.57'],20068.0
"UNIVERSITY OF MUMBAI 
",317,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182246,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,20,21,15,63,21,22,19,50,21,21,16,50,22,20,17,21,--,43,41,[],[],['SEM-III:7.43'],['SEM-IV:8.14'],['SEM-V:7.96'],['SEM-VI:8.46'],['SEM-VII:7.88'],8.96,['CGPI:8.14'],20077.0
"UNIVERSITY OF MUMBAI 
",317,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182247,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,24,19,12,64,21,23,19,48,20,21,16,48,21,19,17,23,--,46,47,['SEM-I:7.65'],['SEM-II:8.37'],['SEM-III:8.21'],['SEM-IV:8.89'],['SEM-V:8.13'],['SEM-VI:8.71'],['SEM-VII:8.76'],8.81,['CGPI:8.44'],20086.0
"UNIVERSITY OF MUMBAI 
",317,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182248,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,22,20,11,55,22,22,18,39,22,18,16,46,22,20,14,21,--,47,47,['SEM-I:5.83'],['SEM-II:7.39'],['SEM-III:6.68'],['SEM-IV:6.29'],['SEM-V:6.75'],['SEM-VI:7.54'],['SEM-VII:7.60'],8.37,['CGPI:7.06'],20095.0
"UNIVERSITY OF MUMBAI 
",318,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182249,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,22,22,10,58,22,23,18,39,22,18,13,50,22,20,14,22,--,48,48,['SEM-I:7.72'],['SEM-II:8.46'],['SEM-III:9.43'],['SEM-IV:8.96'],['SEM-V:8.67'],['SEM-VI:7.96'],['SEM-VII:8.96'],8.22,['CGPI:8.55'],20132.0
