,department,college_code,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
35837,CIVIL,742:GHARADA,6182247,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,46.0,23.0,23.0,15.0,44.0,21.0,19.0,42.0,23.0,22.0,16.0,38.0,20.0,14.0,['Diploma'],['Diploma'],6.78,7.54,8.0,7.86,8.67,7.58,7.74
35838,CIVIL,742:GHARADA,6182248,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,48.0,18.0,19.0,11.0,57.0,18.0,17.0,47.0,18.0,19.0,14.0,39.0,19.0,11.0,['Diploma'],['Diploma'],6.3,5.94,6.6,5.61,7.15,7.5,6.52
35843,CIVIL,742:GHARADA,6182253,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,47.0,18.0,19.0,10.0,43.0,19.0,14.0,38.0,18.0,20.0,12.0,51.0,17.0,9.0,['Diploma'],['Diploma'],5.63,6.27,6.04,5.49,7.3,7.21,6.32
35844,CIVIL,751:SSJCET,6182254,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,38.0,20.0,21.0,14.0,55.0,19.0,12.0,46.0,16.0,17.0,13.0,54.0,21.0,14.0,['Diploma'],['Diploma'],6.7,5.71,6.4,5.82,7.67,7.46,6.63
35846,CIVIL,751:SSJCET,6182256,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,65.0,24.0,23.0,20.0,57.0,23.0,16.0,64.0,22.0,19.0,17.0,67.0,24.0,17.0,['Diploma'],['Diploma'],6.74,7.85,7.72,7.82,8.37,9.67,8.03
35848,CIVIL,751:SSJCET,6182258,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,24.0,22.0,17.0,54.0,23.0,18.0,51.0,22.0,19.0,13.0,55.0,21.0,14.0,['Diploma'],['Diploma'],5.89,5.5,6.72,6.07,7.19,8.0,6.56
35849,CIVIL,751:SSJCET,6182259,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,36.0,22.0,21.0,8.0,46.0,23.0,10.0,46.0,16.0,18.0,15.0,33.0,21.0,8.0,['Diploma'],['Diploma'],5.48,5.44,6.16,5.39,6.7,6.67,5.97
35853,CIVIL,751:SSJCET,6182263,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,34.0,23.0,22.0,11.0,35.0,17.0,11.0,33.0,17.0,17.0,12.0,52.0,22.0,11.0,['Diploma'],['Diploma'],5.44,5.1,6.28,5.0,6.93,6.79,5.92
35855,CIVIL,751:SSJCET,6182265,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,48.0,20.0,21.0,17.0,46.0,20.0,13.0,56.0,21.0,17.0,19.0,43.0,21.0,10.0,['Diploma'],['Diploma'],6.74,6.73,7.16,6.61,7.96,7.83,7.17
35860,CIVIL,751:SSJCET,6182270,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,24.0,22.0,19.0,51.0,23.0,15.0,57.0,22.0,17.0,17.0,55.0,22.0,12.0,['Diploma'],['Diploma'],5.89,6.5,7.04,6.61,7.78,7.92,6.96
35864,CIVIL,751:SSJCET,6182274,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,23.0,22.0,17.0,55.0,21.0,16.0,46.0,21.0,19.0,15.0,57.0,21.0,17.0,['Diploma'],['Diploma'],6.33,6.87,7.72,6.68,8.19,8.0,7.3
35866,CIVIL,751:SSJCET,6182276,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,47.0,24.0,23.0,20.0,58.0,23.0,18.0,60.0,20.0,18.0,16.0,60.0,21.0,15.0,['Diploma'],['Diploma'],5.93,6.21,7.44,7.39,8.59,8.92,7.41
35867,CIVIL,751:SSJCET,6182277,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,33.0,22.0,21.0,16.0,52.0,19.0,12.0,43.0,16.0,16.0,13.0,46.0,21.0,15.0,['Diploma'],['Diploma'],6.41,6.0,7.56,6.36,7.89,7.21,6.91
35871,CIVIL,751:SSJCET,6182281,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,36.0,24.0,23.0,19.0,37.0,23.0,15.0,36.0,23.0,22.0,17.0,45.0,23.0,15.0,['Diploma'],['Diploma'],7.41,7.79,7.76,6.57,7.33,7.5,7.39
35872,CIVIL,751:SSJCET,6182282,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,24.0,23.0,19.0,52.0,23.0,16.0,44.0,21.0,22.0,17.0,52.0,21.0,14.0,['Diploma'],['Diploma'],6.26,7.63,8.52,8.14,7.59,7.83,7.66
35873,CIVIL,751:SSJCET,6182283,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,22.0,13.0,60.0,23.0,14.0,35.0,15.0,16.0,12.0,51.0,21.0,11.0,['Diploma'],['Diploma'],5.15,4.92,6.68,5.89,6.81,7.54,6.17
35876,CIVIL,751:SSJCET,6182286,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,51.0,23.0,22.0,19.0,57.0,22.0,16.0,54.0,22.0,19.0,14.0,62.0,21.0,16.0,['Diploma'],['Diploma'],6.0,6.48,8.0,6.82,8.37,8.67,7.39
35878,CIVIL,751:SSJCET,6182288,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,35.0,24.0,23.0,17.0,48.0,22.0,14.0,48.0,20.0,20.0,13.0,48.0,22.0,13.0,['Diploma'],['Diploma'],5.7,5.88,6.72,6.21,7.89,7.83,6.71
35881,CIVIL,751:SSJCET,6182291,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,35.0,22.0,21.0,12.0,40.0,19.0,8.0,34.0,16.0,16.0,8.0,53.0,21.0,10.0,['Diploma'],['Diploma'],6.41,6.12,7.4,6.5,7.48,6.58,6.75
35882,CIVIL,751:SSJCET,6182292,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,41.0,22.0,21.0,9.0,49.0,19.0,9.0,35.0,16.0,16.0,9.0,38.0,21.0,8.0,['Diploma'],['Diploma'],5.85,6.38,7.0,6.79,7.19,6.58,6.63
35883,CIVIL,751:SSJCET,6182293,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,24.0,23.0,18.0,47.0,22.0,14.0,41.0,21.0,18.0,16.0,54.0,21.0,15.0,['Diploma'],['Diploma'],6.52,6.87,8.56,7.82,8.52,7.54,7.64
35887,CIVIL,751:SSJCET,6182297,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,49.0,20.0,20.0,17.0,54.0,15.0,13.0,42.0,21.0,17.0,13.0,50.0,21.0,12.0,['Diploma'],['Diploma'],6.22,5.5,6.52,6.0,7.3,7.58,6.52
35889,CIVIL,751:SSJCET,6182299,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,24.0,22.0,8.0,48.0,22.0,15.0,37.0,21.0,19.0,13.0,50.0,22.0,12.0,['Diploma'],['Diploma'],5.15,4.77,5.92,6.25,8.3,7.5,6.32
35890,CIVIL,751:SSJCET,6182300,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,23.0,22.0,10.0,54.0,20.0,13.0,52.0,20.0,17.0,13.0,51.0,21.0,12.0,['Diploma'],['Diploma'],4.96,5.15,6.12,6.39,7.52,7.29,6.24
35892,CIVIL,751:SSJCET,6182302,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,42.0,24.0,23.0,20.0,49.0,22.0,15.0,47.0,23.0,20.0,13.0,43.0,23.0,18.0,['Diploma'],['Diploma'],6.19,6.38,7.12,6.93,8.52,8.0,7.19
35894,CIVIL,751:SSJCET,6182304,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,44.0,19.0,19.0,19.0,51.0,15.0,14.0,46.0,16.0,16.0,14.0,41.0,20.0,16.0,['Diploma'],['Diploma'],5.85,5.27,6.84,6.36,7.56,7.5,6.56
35895,CIVIL,751:SSJCET,6182305,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,60.0,23.0,22.0,17.0,50.0,23.0,17.0,58.0,23.0,22.0,20.0,51.0,24.0,19.0,['Diploma'],['Diploma'],5.93,7.48,7.68,7.39,8.96,8.83,7.71
35896,CIVIL,751:SSJCET,6182306,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,51.0,24.0,23.0,19.0,75.0,23.0,19.0,46.0,23.0,21.0,19.0,59.0,23.0,16.0,['Diploma'],['Diploma'],6.93,7.79,8.44,7.39,8.96,9.0,8.09
35898,CIVIL,751:SSJCET,6182308,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,21.0,18.0,8.0,43.0,17.0,12.0,49.0,15.0,16.0,14.0,42.0,18.0,11.0,['Diploma'],['Diploma'],5.19,4.9,5.8,5.21,6.59,7.0,5.78
35899,CIVIL,751:SSJCET,6182309,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,62.0,24.0,23.0,20.0,74.0,23.0,17.0,66.0,22.0,21.0,20.0,65.0,24.0,19.0,['Diploma'],['Diploma'],8.96,9.13,9.2,9.21,9.7,10.0,9.37
35900,CIVIL,751:SSJCET,6182310,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,42.0,24.0,23.0,20.0,63.0,23.0,16.0,60.0,23.0,22.0,19.0,50.0,23.0,18.0,['Diploma'],['Diploma'],5.85,6.0,6.76,6.86,8.07,8.67,7.04
35901,CIVIL,751:SSJCET,6182311,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,42.0,22.0,22.0,17.0,38.0,23.0,14.0,45.0,23.0,18.0,16.0,51.0,22.0,17.0,['Diploma'],['Diploma'],5.59,5.56,5.6,6.64,8.07,7.67,6.52
35902,CIVIL,751:SSJCET,6182312,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,46.0,24.0,23.0,16.0,47.0,23.0,15.0,47.0,23.0,17.0,14.0,40.0,23.0,15.0,['Diploma'],['Diploma'],5.78,5.42,6.44,6.0,6.67,7.79,6.35
35903,CIVIL,751:SSJCET,6182313,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,24.0,23.0,19.0,56.0,23.0,18.0,56.0,21.0,17.0,17.0,55.0,19.0,18.0,['Diploma'],['Diploma'],6.44,7.02,7.52,7.07,8.33,8.75,7.52
35904,CIVIL,751:SSJCET,6182314,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,35.0,23.0,23.0,12.0,40.0,16.0,9.0,34.0,20.0,17.0,10.0,43.0,19.0,10.0,['Diploma'],['Diploma'],4.78,4.85,5.96,5.0,5.78,6.38,5.46
35905,CIVIL,751:SSJCET,6182315,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,48.0,24.0,23.0,20.0,58.0,23.0,15.0,51.0,23.0,22.0,18.0,52.0,23.0,18.0,['Diploma'],['Diploma'],6.23,6.37,6.6,6.64,8.52,8.33,7.12
35906,CIVIL,751:SSJCET,6182316,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,61.0,22.0,21.0,19.0,46.0,22.0,16.0,53.0,22.0,21.0,15.0,48.0,20.0,18.0,['Diploma'],['Diploma'],6.74,8.0,7.6,7.5,8.37,8.46,7.78
35908,CIVIL,751:SSJCET,6182318,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,49.0,23.0,22.0,20.0,51.0,23.0,14.0,47.0,23.0,20.0,19.0,49.0,22.0,16.0,['Diploma'],['Diploma'],6.7,7.06,7.6,7.18,8.37,8.0,7.49
35910,CIVIL,751:SSJCET,6182320,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,58.0,24.0,23.0,20.0,59.0,22.0,16.0,62.0,22.0,19.0,20.0,53.0,23.0,19.0,['Diploma'],['Diploma'],7.44,8.13,9.4,8.04,9.26,9.33,8.6
35911,CIVIL,751:SSJCET,6182321,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,24.0,23.0,20.0,48.0,23.0,16.0,49.0,23.0,20.0,16.0,43.0,23.0,18.0,['Diploma'],['Diploma'],6.37,6.58,7.24,6.57,7.48,7.83,7.01
35912,CIVIL,751:SSJCET,6182322,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,39.0,23.0,22.0,19.0,50.0,23.0,14.0,40.0,23.0,21.0,17.0,42.0,23.0,18.0,['Diploma'],['Diploma'],5.44,5.69,6.76,5.82,7.19,7.67,6.43
35915,CIVIL,751:SSJCET,6182325,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,59.0,24.0,23.0,19.0,53.0,23.0,18.0,60.0,23.0,20.0,20.0,55.0,23.0,18.0,['Diploma'],['Diploma'],8.37,8.33,8.52,8.43,8.07,9.17,8.48
35922,CIVIL,776:ARIET,6182332,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,22.0,22.0,20.0,62.0,22.0,20.0,62.0,23.0,22.0,20.0,71.0,23.0,20.0,['Diploma'],['Diploma'],7.11,7.37,8.2,8.57,9.26,9.83,8.39
35923,CIVIL,776:ARIET,6182333,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,39.0,22.0,22.0,18.0,49.0,21.0,20.0,48.0,23.0,22.0,19.0,64.0,22.0,17.0,['Diploma'],['Diploma'],5.63,5.81,5.28,5.25,6.81,8.33,6.19
35929,CIVIL,776:ARIET,6182339,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,23.0,22.0,20.0,41.0,20.0,15.0,32.0,23.0,22.0,13.0,38.0,22.0,19.0,['Diploma'],['Diploma'],6.56,4.56,5.68,5.54,6.89,7.33,6.09
35934,CIVIL,776:ARIET,6182344,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,49.0,22.0,22.0,19.0,47.0,21.0,18.0,50.0,22.0,21.0,16.0,59.0,21.0,19.0,['Diploma'],['Diploma'],5.59,5.08,5.6,5.89,7.33,8.33,6.3
35935,CIVIL,776:ARIET,6182345,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,22.0,21.0,17.0,55.0,20.0,16.0,57.0,21.0,20.0,18.0,59.0,22.0,20.0,['Diploma'],['Diploma'],6.48,5.96,5.92,5.96,7.48,9.0,6.8
35936,CIVIL,776:ARIET,6182346,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,21.0,20.0,54.0,20.0,17.0,35.0,22.0,21.0,16.0,65.0,23.0,19.0,['Diploma'],['Diploma'],5.96,5.83,5.8,5.5,7.3,8.5,6.48
35941,CIVIL,776:ARIET,6182351,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,46.0,22.0,21.0,19.0,43.0,19.0,17.0,37.0,21.0,20.0,16.0,43.0,21.0,17.0,['Diploma'],['Diploma'],6.07,5.38,5.96,5.39,7.44,7.83,6.35
35942,CIVIL,776:ARIET,6182352,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,47.0,21.0,20.0,20.0,54.0,20.0,19.0,72.0,19.0,19.0,19.0,67.0,22.0,19.0,['Diploma'],['Diploma'],6.52,5.58,6.52,7.29,7.96,9.13,7.17
35943,CIVIL,776:ARIET,6182353,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,48.0,23.0,21.0,19.0,43.0,22.0,18.0,54.0,23.0,22.0,19.0,63.0,23.0,19.0,['Diploma'],['Diploma'],6.44,5.87,5.92,6.36,7.33,8.67,6.77
35945,CIVIL,776:ARIET,6182355,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,61.0,21.0,20.0,20.0,55.0,19.0,20.0,52.0,22.0,21.0,20.0,67.0,23.0,18.0,['Diploma'],['Diploma'],6.93,6.21,6.92,7.21,8.37,9.5,7.52
35947,CIVIL,776:ARIET,6182357,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,56.0,21.0,21.0,20.0,41.0,18.0,19.0,40.0,21.0,20.0,17.0,61.0,21.0,17.0,['Diploma'],['Diploma'],7.19,6.88,7.92,7.18,8.37,8.46,7.67
35952,CIVIL,776:ARIET,6182362,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,42.0,21.0,21.0,20.0,42.0,22.0,19.0,38.0,23.0,20.0,20.0,57.0,22.0,19.0,['Diploma'],['Diploma'],6.41,5.69,5.96,6.25,7.33,8.17,6.64
35955,CIVIL,776:ARIET,6182365,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,21.0,20.0,19.0,36.0,20.0,18.0,71.0,20.0,19.0,17.0,47.0,18.0,19.0,['Diploma'],['Diploma'],5.7,5.63,5.92,5.64,7.07,8.04,6.33
35956,CIVIL,776:ARIET,6182366,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,36.0,20.0,22.0,18.0,43.0,18.0,18.0,63.0,21.0,20.0,17.0,51.0,21.0,18.0,['Diploma'],['Diploma'],5.56,5.04,5.52,5.29,8.07,8.29,6.3
35957,CIVIL,776:ARIET,6182367,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,21.0,22.0,19.0,55.0,18.0,17.0,43.0,22.0,21.0,17.0,59.0,21.0,18.0,['Diploma'],['Diploma'],6.26,5.21,5.84,5.54,7.19,8.33,6.4
35958,CIVIL,776:ARIET,6182368,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,58.0,20.0,21.0,20.0,62.0,18.0,20.0,59.0,23.0,22.0,20.0,68.0,20.0,19.0,['Diploma'],['Diploma'],7.41,7.35,8.2,8.57,8.67,9.58,8.3
35959,CIVIL,776:ARIET,6182369,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,39.0,21.0,22.0,18.0,41.0,20.0,15.0,32.0,22.0,21.0,16.0,51.0,21.0,15.0,['Diploma'],['Diploma'],6.11,4.92,5.6,5.75,7.15,7.33,6.14
35962,CIVIL,776:ARIET,6182372,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,45.0,22.0,21.0,20.0,53.0,18.0,20.0,43.0,22.0,21.0,18.0,58.0,20.0,20.0,['Diploma'],['Diploma'],6.11,5.88,5.92,6.64,7.85,8.46,6.81
35963,CIVIL,776:ARIET,6182373,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,44.0,21.0,20.0,20.0,52.0,18.0,19.0,39.0,21.0,20.0,18.0,59.0,21.0,19.0,['Diploma'],['Diploma'],6.22,6.46,6.36,7.32,7.41,8.29,7.01
35964,CIVIL,776:ARIET,6182374,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,44.0,22.0,22.0,15.0,36.0,20.0,12.0,41.0,21.0,20.0,16.0,40.0,21.0,17.0,['Diploma'],['Diploma'],6.22,5.12,6.2,5.86,7.04,7.17,6.27
35970,CIVIL,776:ARIET,6182380,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,44.0,21.0,20.0,20.0,34.0,22.0,19.0,41.0,23.0,20.0,16.0,49.0,22.0,18.0,['Diploma'],['Diploma'],5.81,5.31,5.88,6.75,7.33,7.67,6.46
35971,CIVIL,776:ARIET,6182381,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,48.0,22.0,21.0,19.0,52.0,22.0,20.0,47.0,23.0,20.0,20.0,63.0,22.0,19.0,['Diploma'],['Diploma'],6.3,5.25,5.68,5.82,7.93,8.67,6.61
35972,CIVIL,776:ARIET,6182382,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,51.0,22.0,22.0,19.0,52.0,22.0,20.0,45.0,23.0,20.0,18.0,58.0,22.0,19.0,['Diploma'],['Diploma'],6.44,5.56,5.36,5.75,7.33,8.67,6.52
35973,CIVIL,776:ARIET,6182383,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,22.0,22.0,19.0,38.0,20.0,16.0,32.0,22.0,21.0,13.0,53.0,22.0,16.0,['Diploma'],['Diploma'],5.93,6.06,5.72,5.89,6.67,7.33,6.27
35974,CIVIL,776:ARIET,6182384,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,43.0,22.0,21.0,18.0,57.0,22.0,18.0,43.0,22.0,23.0,18.0,61.0,22.0,19.0,['Diploma'],['Diploma'],5.93,5.56,6.24,5.54,7.44,8.83,6.59
35977,CIVIL,776:ARIET,6182387,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,39.0,22.0,22.0,20.0,38.0,22.0,19.0,33.0,23.0,21.0,18.0,51.0,23.0,20.0,['Diploma'],['Diploma'],6.85,6.62,7.16,6.32,7.63,7.67,7.04
35978,CIVIL,776:ARIET,6182388,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,21.0,19.0,44.0,20.0,17.0,37.0,21.0,20.0,15.0,58.0,18.0,19.0,['Diploma'],['Diploma'],6.07,6.27,5.84,5.64,7.0,7.92,6.46
35980,CIVIL,776:ARIET,6182390,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,21.0,19.0,53.0,18.0,18.0,54.0,23.0,22.0,18.0,56.0,20.0,18.0,['Diploma'],['Diploma'],6.41,5.75,6.16,6.0,7.04,8.25,6.6
35982,CIVIL,776:ARIET,6182392,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,35.0,22.0,21.0,17.0,41.0,22.0,20.0,44.0,23.0,22.0,18.0,39.0,22.0,19.0,['Diploma'],['Diploma'],6.52,5.96,5.84,5.5,7.48,7.67,6.5
35992,CIVIL,776:ARIET,6182402,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,51.0,21.0,20.0,20.0,41.0,22.0,19.0,39.0,23.0,21.0,15.0,53.0,22.0,19.0,['Diploma'],['Diploma'],6.04,5.9,5.76,5.54,7.48,8.17,6.48
35993,CIVIL,776:ARIET,6182403,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,33.0,21.0,22.0,17.0,42.0,18.0,20.0,44.0,20.0,19.0,20.0,46.0,20.0,12.0,['Diploma'],['Diploma'],6.3,5.29,6.04,5.54,6.33,7.63,6.19
35994,CIVIL,776:ARIET,6182404,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,37.0,22.0,20.0,18.0,37.0,20.0,19.0,34.0,23.0,23.0,18.0,51.0,19.0,16.0,['Diploma'],['Diploma'],5.22,5.67,5.76,5.86,6.89,7.46,6.14
35996,CIVIL,776:ARIET,6182406,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,21.0,22.0,20.0,38.0,22.0,20.0,43.0,23.0,20.0,18.0,60.0,22.0,20.0,['Diploma'],['Diploma'],6.56,5.58,6.4,5.82,7.63,8.17,6.69
35997,CIVIL,776:ARIET,6182407,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,39.0,21.0,20.0,16.0,41.0,18.0,15.0,40.0,21.0,20.0,18.0,55.0,21.0,10.0,['Diploma'],['Diploma'],5.89,5.25,5.8,5.64,7.48,7.46,6.25
35999,CIVIL,776:ARIET,6182409,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,55.0,21.0,22.0,20.0,49.0,18.0,17.0,36.0,23.0,22.0,16.0,59.0,20.0,18.0,['Diploma'],['Diploma'],6.11,6.27,6.08,6.14,7.93,8.46,6.83
36000,CIVIL,776:ARIET,6182410,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,22.0,20.0,43.0,20.0,20.0,32.0,21.0,20.0,19.0,59.0,18.0,20.0,['Diploma'],['Diploma'],6.56,5.79,6.72,6.07,7.15,8.13,6.74
36001,CIVIL,776:ARIET,6182411,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,21.0,20.0,32.0,18.0,20.0,48.0,23.0,22.0,20.0,61.0,21.0,19.0,['Diploma'],['Diploma'],6.89,5.85,6.2,6.14,7.93,8.29,6.88
36002,CIVIL,776:ARIET,6182412,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,51.0,22.0,21.0,20.0,52.0,19.0,16.0,43.0,21.0,20.0,20.0,64.0,22.0,20.0,['Diploma'],['Diploma'],6.11,5.92,5.92,5.96,6.93,8.63,6.58
36003,CIVIL,776:ARIET,6182413,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,42.0,22.0,21.0,20.0,38.0,19.0,18.0,36.0,21.0,20.0,16.0,35.0,23.0,19.0,['Diploma'],['Diploma'],6.37,6.37,7.2,6.04,7.0,7.46,6.74
36008,CIVIL,776:ARIET,6182418,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,40.0,22.0,21.0,20.0,53.0,22.0,19.0,60.0,22.0,19.0,19.0,65.0,22.0,20.0,['Diploma'],['Diploma'],7.07,6.35,6.16,6.0,7.85,9.0,7.07
36011,CIVIL,776:ARIET,6182421,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,43.0,23.0,22.0,19.0,36.0,19.0,16.0,32.0,23.0,22.0,16.0,61.0,20.0,13.0,['Diploma'],['Diploma'],6.15,5.35,5.52,5.79,6.41,7.63,6.14
36015,CIVIL,776:ARIET,6182425,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,44.0,22.0,21.0,20.0,43.0,18.0,20.0,43.0,21.0,20.0,16.0,58.0,20.0,18.0,['Diploma'],['Diploma'],7.48,7.15,7.4,7.18,8.04,8.17,7.57
36018,CIVIL,776:ARIET,6182428,CEE80413:BUILDING,P,CEC801,CEC802,CEC803,ELECTIVEII,45.0,22.0,21.0,19.0,48.0,20.0,19.0,45.0,23.0,22.0,19.0,57.0,21.0,18.0,['Diploma'],['Diploma'],6.48,5.21,5.88,6.29,7.63,8.33,6.64
36020,CIVIL,776:ARIET,6182430,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,43.0,22.0,22.0,19.0,39.0,18.0,18.0,53.0,22.0,21.0,18.0,44.0,21.0,16.0,['Diploma'],['Diploma'],6.48,5.85,5.64,6.29,7.3,8.0,6.59
36021,CIVIL,776:ARIET,6182431,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,58.0,21.0,20.0,20.0,41.0,19.0,18.0,59.0,22.0,21.0,18.0,32.0,22.0,18.0,['Diploma'],['Diploma'],7.15,6.65,6.36,6.93,8.33,8.33,7.29
