university,page_no,department,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
"UNIVERSITY OF MUMBAI 
",138,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280541,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,20,18,14,56,20,20,11,43,20,18,12,48,20,19,11,46,48,,,['Diploma'],['Diploma'],['7.26'],['7.04'],['6.75'],['7.61'],['7.82'],7.58,['7.34']
"UNIVERSITY OF MUMBAI 
",138,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280542,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,18,18,10,43,18,17,8,45,18,16,12,42,18,19,13,37,37,,,['5.30'],['5.70'],['5.67'],['5.85'],['5.50'],['0.00'],['6.79'],6.58,['--']
"UNIVERSITY OF MUMBAI 
",139,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280543,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,47,18,18,8,42,18,19,10,50,18,16,11,43,18,19,13,47,47,,,['Diploma'],['Diploma'],['5.70'],['5.70'],['5.75'],['5.86'],['6.57'],7.35,['6.16']
"UNIVERSITY OF MUMBAI 
",139,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280544,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,18,18,13,37,15,15,12,59,15,15,14,47,15,18,15,38,37,,,['Diploma'],['Diploma'],['6.30'],['6.22'],['6.82'],['6.57'],['7.07'],7.04,['6.67']
"UNIVERSITY OF MUMBAI 
",139,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280545,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,20,21,15,54,20,18,15,52,20,18,18,54,18,19,13,47,48,,,['7.00'],['5.80'],['5.67'],['6.11'],['0.00'],['5.68'],['7.61'],8.00,['--']
"UNIVERSITY OF MUMBAI 
",139,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280546,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,20,19,9,34,21,21,11,53,21,17,11,57,22,21,10,40,45,,,['5.26'],['5.85'],['6.15'],['5.81'],['5.57'],['6.14'],['7.00'],7.77,['6.19']
"UNIVERSITY OF MUMBAI 
",140,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280547,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,22,19,15,67,23,21,15,57,23,19,16,57,23,20,13,42,40,,,['Diploma'],['Diploma'],['6.78'],['7.04'],['7.07'],['7.82'],['7.82'],9.23,['7.63']
"UNIVERSITY OF MUMBAI 
",140,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280548,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,22,18,13,33,22,18,10,57,22,18,13,51,22,17,10,41,40,,,['Diploma'],['Diploma'],['5.30'],['5.67'],['5.57'],['5.64'],['6.79'],7.65,['6.10']
"UNIVERSITY OF MUMBAI 
",140,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280549,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,17,17,10,38,17,15,8,58,17,17,11,39,16,16,9,46,46,,,['Diploma'],['Diploma'],['5.89'],['5.59'],['5.75'],['5.29'],['6.04'],6.62,['5.86']
"UNIVERSITY OF MUMBAI 
",140,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280550,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,17,17,10,49,15,16,9,54,15,16,8,45,15,18,9,35,47,,,['5.19'],['5.69'],['5.04'],['4.85'],['5.82'],['5.64'],['7.18'],7.38,['5.85']
"UNIVERSITY OF MUMBAI 
",141,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280551,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,20,19,8,39,17,17,10,36,22,21,11,36,20,21,11,45,44,,,['5.20'],['6.02'],['6.30'],['5.70'],['5.50'],['6.25'],['6.50'],6.62,['6.01']
"UNIVERSITY OF MUMBAI 
",141,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280552,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,19,21,16,54,19,20,11,57,21,21,18,55,19,22,15,37,37,,,['6.24'],['6.54'],['7.33'],['7.33'],['7.79'],['7.00'],['7.82'],8.42,['7.31']
"UNIVERSITY OF MUMBAI 
",141,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280553,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,40,20,18,9,35,20,18,15,40,22,20,15,52,20,19,15,45,45,,,['5.15'],['5.76'],['5.33'],['5.11'],['5.57'],['6.36'],['6.89'],7.42,['5.95']
"UNIVERSITY OF MUMBAI 
",141,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280554,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,21,18,9,47,22,17,11,49,22,19,13,45,21,17,12,42,42,,,['Diploma'],['Diploma'],['5.48'],['5.33'],['6.29'],['5.18'],['6.25'],7.27,['5.97']
"UNIVERSITY OF MUMBAI 
",142,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280555,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,21,20,15,54,19,18,13,47,21,20,15,38,19,21,13,46,46,,,['5.69'],['7.15'],['6.81'],['7.41'],['8.50'],['8.21'],['8.57'],8.23,['7.57']
"UNIVERSITY OF MUMBAI 
",142,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280556,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,21,21,10,49,20,21,11,38,22,20,15,44,20,23,12,46,46,,,['5.65'],['6.13'],['5.85'],['6.37'],['6.18'],['6.39'],['7.36'],7.69,['6.45']
"UNIVERSITY OF MUMBAI 
",142,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280557,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,21,20,11,39,20,17,11,39,20,19,15,39,18,19,11,43,42,,,['5.54'],['5.96'],['5.74'],['5.52'],['6.50'],['5.39'],['7.29'],7.35,['6.16']
"UNIVERSITY OF MUMBAI 
",142,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280558,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,22,14,34,19,19,14,49,20,20,12,33,18,19,14,46,46,,,['6.57'],['7.85'],['7.26'],['7.89'],['6.71'],['6.29'],['7.71'],7.42,['7.21']
"UNIVERSITY OF MUMBAI 
",143,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280559,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,40,22,20,9,44,21,17,13,43,22,21,16,42,22,18,11,43,44,,,['Diploma'],['Diploma'],['5.33'],['5.85'],['0.00'],['0.00'],['6.00'],7.35,['--']
"UNIVERSITY OF MUMBAI 
",143,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280560,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,23,22,17,57,23,21,17,58,24,24,16,63,21,24,15,46,45,,,['8.93'],['8.70'],['9.81'],['9.85'],['9.32'],['8.93'],['8.29'],8.92,['9.09']
"UNIVERSITY OF MUMBAI 
",143,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280561,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,22,21,10,46,21,18,14,61,23,20,17,39,21,18,10,46,46,,,['Diploma'],['Diploma'],['5.78'],['5.37'],['6.18'],['5.89'],['6.79'],8.08,['6.35']
"UNIVERSITY OF MUMBAI 
",143,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280562,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,17,19,9,32,17,15,10,42,19,19,12,37,18,17,11,40,40,,,['Diploma'],['Diploma'],['5.67'],['5.67'],['0.00'],['5.50'],['0.00'],7.08,['--']
"UNIVERSITY OF MUMBAI 
",144,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280563,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,18,17,13,48,21,18,15,50,18,18,17,40,20,20,14,35,35,,,['5.19'],['6.15'],['5.19'],['5.04'],['6.21'],['6.32'],['6.25'],7.19,['5.94']
"UNIVERSITY OF MUMBAI 
",144,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280564,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,23,20,14,58,21,20,14,57,24,23,16,36,21,21,13,46,45,,,['Diploma'],['Diploma'],['7.59'],['7.93'],['7.93'],['7.54'],['7.68'],8.00,['7.78']
"UNIVERSITY OF MUMBAI 
",144,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280565,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,23,19,8,46,22,19,14,47,23,21,14,44,20,22,14,43,42,,,['Diploma'],['Diploma'],['5.56'],['6.00'],['6.68'],['6.54'],['7.68'],7.85,['6.72']
"UNIVERSITY OF MUMBAI 
",144,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280566,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,40,24,21,15,45,23,19,14,42,23,22,16,32,21,20,10,42,43,,,['Diploma'],['Diploma'],['6.19'],['6.41'],['6.29'],['6.93'],['7.14'],7.23,['6.70']
"UNIVERSITY OF MUMBAI 
",145,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280567,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,20,17,8,36,22,20,13,48,22,21,15,40,19,19,11,47,47,,,['Diploma'],['Diploma'],['5.41'],['5.78'],['6.46'],['5.96'],['6.54'],7.27,['6.24']
"UNIVERSITY OF MUMBAI 
",145,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280568,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,21,21,14,60,21,21,16,56,22,22,18,50,20,20,14,46,46,,,['7.89'],['6.74'],['7.22'],['8.22'],['7.21'],['7.96'],['7.96'],8.62,['7.73']
"UNIVERSITY OF MUMBAI 
",145,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280569,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,20,13,58,19,22,13,53,23,23,18,41,19,23,16,49,49,,,['7.63'],['7.91'],['8.30'],['8.37'],['8.00'],['7.32'],['8.36'],8.31,['8.03']
"UNIVERSITY OF MUMBAI 
",145,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280570,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,22,18,11,58,20,20,14,51,22,20,17,51,18,20,14,37,37,,,['6.00'],['7.26'],['6.26'],['5.96'],['7.46'],['7.86'],['8.00'],7.81,['7.08']
"UNIVERSITY OF MUMBAI 
",146,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280571,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,65,18,20,13,53,15,15,8,60,20,22,12,50,19,19,14,39,39,,,['5.93'],['6.44'],['7.15'],['7.56'],['5.64'],['6.00'],['6.89'],8.19,['6.73']
"UNIVERSITY OF MUMBAI 
",146,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280572,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,18,19,11,53,16,16,13,45,20,20,10,58,19,20,13,45,45,,,['5.98'],['5.93'],['5.07'],['5.22'],['5.68'],['5.61'],['7.14'],7.77,['6.05']
"UNIVERSITY OF MUMBAI 
",146,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280573,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33E,17E,17E,9E,20F,17E,16E,10E,55E,19E,18E,11E,23F,18E,18E,12E,47E,47E,,,['Diploma'],['Diploma'],['5.30'],['5.56'],['0.00'],['0.00'],['5.86'],--,['--']
"UNIVERSITY OF MUMBAI 
",146,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280574,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,21,18,10,50,21,17,11,46,23,22,16,40,21,19,12,45,46,,,['Diploma'],['Diploma'],['5.15'],['5.41'],['6.32'],['6.04'],['7.46'],7.77,['6.36']
"UNIVERSITY OF MUMBAI 
",147,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280575,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,23,21,14,65,20,22,13,61,22,22,14,54,20,22,13,46,45,,,['7.02'],['6.33'],['6.30'],['7.93'],['7.50'],['7.82'],['7.86'],9.23,['7.50']
"UNIVERSITY OF MUMBAI 
",147,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280576,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,22,22,15,59,22,20,17,46,23,23,18,42,21,23,17,39,39,,,['6.41'],['8.04'],['9.00'],['8.04'],['7.93'],['7.25'],['9.14'],8.38,['8.02']
"UNIVERSITY OF MUMBAI 
",147,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280577,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,67,23,21,14,64,21,20,15,53,24,22,18,53,20,20,13,43,42,,,['Diploma'],['Diploma'],['5.81'],['6.70'],['7.43'],['7.25'],['7.50'],9.08,['7.30']
"UNIVERSITY OF MUMBAI 
",147,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280578,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,15,16,10,32,12,15,12,41,15,15,9,35,18,15,11,42,42,,,['4.80'],['4.82'],['4.85'],['4.70'],['0.00'],['0.00'],['0.00'],6.27,['--']
"UNIVERSITY OF MUMBAI 
",148,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280579,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,19,19,14,48,20,18,10,61,23,22,15,38,18,20,13,47,47,,,['6.48'],['7.30'],['8.37'],['6.74'],['6.25'],['6.11'],['7.50'],8.04,['7.10']
"UNIVERSITY OF MUMBAI 
",148,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280580,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,22,20,13,49,23,23,18,65,23,22,15,46,21,23,18,48,48,,,['5.70'],['6.59'],['6.11'],['6.59'],['6.86'],['7.07'],['7.29'],8.62,['6.85']
"UNIVERSITY OF MUMBAI 
",148,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280581,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,20,21,16,49,19,18,15,47,24,23,18,53,18,19,13,38,38,,,['7.06'],['7.17'],['8.19'],['7.22'],['7.36'],['7.71'],['8.25'],7.92,['7.61']
"UNIVERSITY OF MUMBAI 
",148,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280582,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,36,19,19,8,32,17,16,8,47,18,18,11,26,18,17,11,42,42,,,['5.37'],['5.91'],['5.78'],['5.78'],['0.00'],['0.00'],['6.04'],6.31,['--']
"UNIVERSITY OF MUMBAI 
",149,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280583,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,18,19,15,49,18,17,16,56,22,22,17,45,19,19,14,46,46,,,['7.44'],['7.33'],['6.63'],['7.78'],['7.64'],['7.32'],['7.64'],7.96,['7.47']
"UNIVERSITY OF MUMBAI 
",149,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280584,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,14,15,8,32,13,15,10,35,13,15,10,34,11,15,8,46,46,,,['5.50'],['5.15'],['5.11'],['5.41'],['5.64'],['4.75'],['5.75'],6.15,['5.43']
"UNIVERSITY OF MUMBAI 
",149,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280585,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,21,20,11,43,21,18,12,51,23,22,12,51,19,19,12,45,45,,,['5.65'],['6.54'],['5.78'],['5.93'],['6.32'],['0.00'],['6.79'],7.46,['--']
"UNIVERSITY OF MUMBAI 
",149,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280586,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,24,23,17,55,24,23,20,64,24,24,16,58,21,23,18,48,48,,,['6.13'],['6.56'],['7.07'],['6.70'],['9.00'],['8.75'],['8.71'],9.38,['7.79']
"UNIVERSITY OF MUMBAI 
",150,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280587,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,23F,21E,20E,9E,39E,22E,20E,15E,50E,22E,21E,14E,32E,21E,17E,12E,42E,43E,,,['Diploma'],['Diploma'],['5.78'],['5.19'],['6.32'],['6.50'],['7.14'],--,['--']
"UNIVERSITY OF MUMBAI 
",150,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280588,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,22,22,14,46,23,24,15,56,21,21,14,58,20,21,14,48,48,,,['7.72'],['7.09'],['7.93'],['8.22'],['8.25'],['7.64'],['7.86'],8.92,['7.95']
"UNIVERSITY OF MUMBAI 
",150,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280589,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,15,16,10,48,16,15,9,43,19,17,11,52,19,17,11,45,45,,,['5.44'],['5.48'],['4.59'],['4.74'],['0.00'],['5.18'],['6.82'],7.31,['--']
"UNIVERSITY OF MUMBAI 
",150,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280590,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,24,24,19,48,23,24,19,57,24,24,19,57,20,24,17,49,49,,,['7.09'],['8.57'],['8.48'],['8.89'],['10.00;'],['9.36'],['9.86'],9.08,['8.92']
"UNIVERSITY OF MUMBAI 
",151,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280591,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,23,21,12,44,23,19,15,54,21,19,16,48,21,20,12,42,43,,,['Diploma'],['Diploma'],['5.52'],['5.85'],['7.18'],['6.57'],['7.57'],7.85,['6.76']
"UNIVERSITY OF MUMBAI 
",151,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280592,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,21,19,9,43,20,18,13,49,22,20,13,42,21,18,11,47,46,,,['Diploma'],['Diploma'],['5.15'],['5.26'],['6.18'],['5.64'],['6.29'],7.31,['5.97']
"UNIVERSITY OF MUMBAI 
",151,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280593,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,23,23,13,48,22,20,13,53,24,23,17,57,20,20,14,47,48,,,['6.04'],['6.13'],['6.15'],['6.93'],['6.57'],['6.61'],['7.82'],8.46,['6.84']
"UNIVERSITY OF MUMBAI 
",151,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280594,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,22,22,13,36,22,23,10,44,20,19,13,32,19,17,11,46,46,,,['5.52'],['5.98'],['5.63'],['5.85'],['5.61'],['0.00'],['6.57'],6.96,['--']
"UNIVERSITY OF MUMBAI 
",152,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280595,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,19,19,8,53,18,17,11,39,20,20,11,32,19,17,9,40,39,,,['Diploma'],['Diploma'],['5.67'],['5.44'],['6.21'],['6.18'],['6.71'],6.96,['6.20']
"UNIVERSITY OF MUMBAI 
",152,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280596,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,15,18,8,62,15,15,12,43,19,19,13,34,18,18,11,42,42,,,['5.07'],['5.50'],['5.48'],['4.78'],['0.00'],['0.00'],['5.50'],7.50,['--']
"UNIVERSITY OF MUMBAI 
",152,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280597,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,20,18,10,58,18,17,13,44,20,20,14,39,19,18,14,44,45,,,['Diploma'],['Diploma'],['5.00'],['5.11'],['5.64'],['5.07'],['6.07'],7.35,['5.71']
"UNIVERSITY OF MUMBAI 
",152,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280598,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,20,19,11,57,18,18,12,53,21,20,13,43,19,20,12,48,48,,,['6.67'],['7.15'],['6.89'],['8.04'],['7.46'],['7.61'],['7.54'],7.69,['7.38']
"UNIVERSITY OF MUMBAI 
",153,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280599,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,19,21,15,54,18,18,14,46,20,20,17,47,18,21,14,46,45,,,['5.28'],['5.74'],['5.74'],['6.26'],['6.57'],['7.00'],['8.00'],8.35,['6.62']
"UNIVERSITY OF MUMBAI 
",153,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:524:MCTCE'],"JULY 10, 2018",52280600,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,24,22,15,56,24,22,17,52,24,23,18,54,23,21,17,47,46,,,['6.31'],['6.44'],['6.22'],['6.70'],['7.57'],['7.11'],['8.36'],8.92,['7.20']
